name,☺,✋,✌,✨,❤,🎵,🎶,👀,👊,👌,👍,👏,💀,💁,💓,💔,💕,💖,💙,💛,💜,💪,💯,🔫,😁,😂,😄,😅,😈,😉,😊,😋,😌,😍,😎,😏,😐,😑,😒,😓,😔,😕,😖,😘,😜,😞,😠,😡,😢,😣,😤,😩,😪,😫,😬,😭,😳,😴,😷,🙅,🙈,🙊,🙌,🙏
The Coma: Recut,0,0,0,0,0,0,0,0,1,1,4,1,1,0,2,3,0,0,0,0,0,0,1,1,0,0,2,0,3,2,0,0,0,0,0,0,4,3,3,4,2,4,4,0,2,4,4,4,3,4,3,0,2,0,4,0,2,0,0,0,0,0,0,2
The Coma: Recut Deluxe Edition,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
The Coma: Recut Deluxe Edition Upgrade,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
The Count Lucanor,4,0,4,4,4,1,2,1,2,2,7,4,1,0,6,2,0,1,3,5,2,2,1,2,1,0,5,2,5,6,5,0,0,0,4,0,4,3,1,1,1,5,2,0,5,2,5,5,2,1,2,0,1,1,5,0,2,0,0,0,0,0,0,4
The Curious Expedition,5,0,7,0,4,0,0,3,11,5,14,9,0,1,4,4,0,2,5,4,4,4,3,6,4,0,10,3,12,11,8,1,0,1,8,1,12,10,7,7,5,14,7,0,12,8,12,13,8,9,9,0,3,1,16,0,4,1,0,0,1,0,2,5
The Curse of Monkey Island™,34,5,49,18,48,9,19,11,55,38,72,62,7,7,36,22,7,12,47,54,33,24,12,8,30,8,59,10,23,50,41,1,8,9,41,8,30,18,11,16,12,34,18,5,46,28,37,38,36,21,24,1,8,2,47,3,6,3,2,5,14,15,29,34
The Dagger of Amon Ra,7,0,4,5,9,0,1,1,6,5,14,12,1,0,9,6,1,3,6,10,7,2,2,1,4,0,12,1,11,9,7,0,1,4,7,1,7,6,2,5,3,8,4,1,8,8,7,7,8,7,6,0,0,0,9,0,0,0,0,0,0,0,5,10
The Dame Was Loaded,0,0,0,0,0,0,0,3,3,0,4,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,4,4,0,0,0,0,3,0,4,2,1,1,0,4,4,0,4,3,4,4,2,3,4,0,0,0,4,0,3,0,0,1,1,0,0,1
The Dark Eye: Chains of Satinav,15,3,17,11,24,3,5,6,14,13,36,22,0,0,22,17,2,5,19,25,16,8,6,5,10,0,27,8,19,28,26,2,2,1,13,2,23,18,12,17,11,30,18,1,23,23,28,27,24,19,22,1,7,3,35,2,5,0,0,3,4,1,8,23
The Darkside Detective,11,0,10,6,7,1,4,4,11,6,20,10,0,0,10,5,1,4,5,8,6,2,1,0,13,1,19,10,12,18,15,1,1,1,11,2,15,11,8,9,5,17,10,1,19,10,14,13,9,10,10,1,3,1,19,0,8,0,0,0,0,0,2,9
The Dig®,12,0,7,9,13,3,6,7,19,12,38,22,0,1,20,14,3,2,12,20,9,7,3,4,12,2,29,7,15,28,17,1,2,4,13,2,28,24,10,21,12,32,20,1,26,23,29,29,28,20,23,0,4,0,32,1,8,2,0,0,2,2,8,20
The Dwarves,2,0,11,1,3,1,2,2,17,3,21,13,4,0,10,11,0,0,4,8,2,6,5,5,3,0,14,2,16,13,6,1,0,1,7,0,17,12,4,11,4,17,11,0,16,11,18,18,16,11,16,0,2,0,20,0,3,0,1,1,0,0,3,14
The Dwarves Digital Deluxe Edition Upgrade,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,2,1,1,1,1,2,1,0,1,1,2,2,1,1,2,0,1,0,2,0,0,0,0,0,0,0,1,1
The Escapists,3,1,3,4,2,2,1,2,4,3,7,4,0,1,4,8,1,1,4,4,1,3,0,7,8,2,6,8,6,4,4,4,2,4,4,4,10,9,7,10,9,11,8,0,4,10,9,8,10,10,8,7,8,7,11,6,1,0,0,0,3,2,2,4
The Escapists: The Walking Dead,1,1,1,0,0,2,2,1,7,2,3,3,0,0,1,2,0,0,0,1,0,2,1,6,1,1,1,2,5,2,0,0,0,0,1,1,6,6,6,5,2,6,4,0,3,6,7,7,6,6,6,0,3,1,6,0,1,0,0,1,1,0,1,0
The Escapists: The Walking Dead - Deluxe Edition Upgrade,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Fall,5,0,8,1,4,1,1,1,13,3,16,11,0,0,8,9,0,1,3,6,2,3,4,3,1,0,11,3,12,10,6,0,1,1,4,0,14,10,5,10,4,14,10,0,10,11,14,15,14,11,11,0,1,0,14,0,3,0,0,0,1,0,3,13
The Fall Part 2: Unbound,3,0,3,1,2,0,0,2,6,4,6,4,0,2,1,2,1,1,3,2,1,3,0,2,3,1,4,4,4,3,4,0,1,1,3,0,6,5,3,4,3,7,3,0,4,5,4,4,5,5,2,0,3,1,8,1,1,1,0,1,1,1,1,4
The Final Station,4,0,7,1,8,1,0,4,9,3,21,14,1,0,11,12,0,0,5,11,4,4,1,6,3,1,16,6,16,13,11,0,1,0,7,2,18,12,6,12,5,18,9,0,12,17,19,19,19,14,13,1,1,1,19,1,6,0,0,0,1,2,1,11
The Final Station - Artbook and Soundtrack,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
The Flame in the Flood,1,0,2,0,3,0,0,0,2,0,9,2,0,0,5,7,0,0,0,4,2,0,0,1,0,0,4,0,6,4,3,0,0,0,1,0,9,8,4,8,5,9,8,0,2,9,9,9,9,9,9,0,2,0,8,0,0,0,0,0,0,0,0,7
The Guest,4,0,2,2,3,2,2,3,0,1,7,3,0,0,4,1,0,0,1,3,1,0,1,0,1,0,6,2,3,6,4,0,0,0,4,0,5,3,0,4,2,7,5,0,6,5,5,5,6,5,2,0,0,0,7,0,4,0,0,0,0,0,0,3
The Guild 2,1,0,4,1,3,1,1,1,6,1,10,5,0,1,3,6,0,0,4,4,1,0,0,1,1,0,3,0,6,6,1,1,1,0,1,1,9,8,6,7,5,9,6,0,5,9,9,9,9,7,9,0,2,1,8,0,1,0,0,1,0,0,0,5
The Guild 2 Renaissance,5,2,8,4,3,1,1,2,12,4,16,5,1,2,6,8,1,1,3,5,2,4,3,8,4,2,7,6,8,8,5,1,2,1,6,1,15,13,12,11,7,14,14,0,10,8,16,16,12,12,14,0,6,3,16,0,4,1,7,2,0,0,3,6
The Guild 2: Pirates of the European Seas,2,1,3,2,2,0,0,1,1,0,5,2,0,0,2,1,1,1,2,2,2,0,1,1,1,0,5,1,2,4,3,1,0,1,2,1,4,4,3,3,3,5,3,1,3,3,5,5,5,3,4,0,1,0,5,0,2,0,1,1,1,1,0,1
The Guild 3,2,0,2,1,1,0,1,2,4,1,8,3,0,0,2,4,0,1,1,2,1,3,0,0,4,0,5,2,3,4,3,0,1,0,3,1,6,3,3,5,4,5,6,0,4,5,7,7,7,6,6,0,3,3,7,0,2,0,0,0,0,0,1,5
The Guild Gold Edition,10,1,22,5,15,0,2,4,24,7,35,21,2,0,17,14,1,2,11,15,5,9,8,6,6,2,24,6,27,25,14,3,3,0,12,2,28,24,12,13,5,29,17,0,21,21,29,28,23,19,26,1,2,0,27,0,9,1,0,1,2,1,3,18
The Hugo Trilogy,4,0,4,4,5,0,0,4,6,3,11,5,1,0,3,3,1,1,4,4,4,4,2,2,5,0,11,5,8,11,10,0,1,0,6,1,9,4,3,3,3,10,5,0,10,5,8,8,7,5,3,1,1,1,11,1,5,0,0,0,0,0,1,3
The Humans Bundle,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,2,0,1,0,2,1,0,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1
The Incredible Adventures of Van Helsing: Final Cut,4,0,3,0,2,0,0,0,7,2,12,9,0,0,5,7,0,1,2,5,2,2,2,2,2,0,6,0,10,9,6,1,0,0,4,0,10,7,3,5,1,10,7,0,10,8,11,11,10,6,10,0,1,1,10,0,3,0,1,0,1,1,1,7
The Inner World,11,0,13,9,13,1,5,1,16,8,26,13,0,0,12,8,1,2,11,12,7,6,3,3,6,0,19,6,11,21,15,1,2,0,9,1,18,11,8,12,8,19,13,0,20,16,21,22,18,12,13,1,5,2,21,1,3,2,0,1,1,0,5,15
The Inner World - The Last Wind Monk,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,2,1,1,1,1,0,0,0,1,0,2,1,1,1,0,2,1,0,1,1,1,1,1,1,1,0,1,1,2,1,0,0,1,0,0,0,0,0
The Journey Down Trilogy,2,0,3,1,3,2,2,0,3,0,4,4,0,0,5,2,1,1,2,3,2,0,0,0,0,0,4,0,3,3,3,0,0,0,3,0,3,2,0,2,2,3,3,0,1,3,3,3,4,2,3,0,1,0,3,1,0,0,0,0,0,0,1,4
The Last Door: Collector's Edition,17,0,20,10,16,3,6,17,17,13,45,27,0,0,22,18,2,8,18,19,16,5,5,3,14,1,30,11,34,32,24,1,3,3,20,4,29,21,13,21,11,37,23,0,27,23,30,30,26,25,22,0,5,0,39,0,15,0,1,0,1,0,11,26
The Last Door: Season 2 Collector's Edition,1,0,4,1,3,0,1,3,2,1,8,6,0,0,4,4,0,0,2,5,2,2,1,1,2,0,4,1,6,5,3,0,1,1,3,0,6,3,2,5,3,6,5,0,5,4,6,6,6,4,3,0,1,0,7,0,2,0,0,0,0,0,1,8
The Last Federation,1,1,7,1,5,0,0,3,18,1,19,10,0,0,8,11,0,0,4,6,3,4,6,5,1,0,8,0,13,11,2,0,0,0,5,0,16,15,11,12,8,19,13,0,9,14,19,19,16,14,17,1,6,2,15,0,4,1,1,1,2,0,1,11
The Last Federation - Betrayed Hope,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Last Federation Collection,0,1,1,0,0,0,1,1,2,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,2,1,2,1,0,0,0,0,1,3,3,2,1,1,3,1,0,1,2,3,3,2,2,2,0,0,1,3,0,2,0,0,1,2,1,0,0
The Last Leviathan,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,3,3,2,3,3,3,3,0,2,3,3,3,3,3,3,0,1,1,3,0,1,1,0,0,0,0,0,1
The Legend of Heroes: Trails in the Sky,20,1,27,11,33,4,11,6,35,13,56,34,2,3,39,27,4,9,32,40,23,16,13,4,13,1,37,6,34,40,31,1,4,3,21,3,37,28,16,26,17,45,22,1,29,28,45,47,41,29,35,3,9,3,38,3,9,0,1,2,5,4,14,46
The Legend of Heroes: Trails in the Sky SC,7,0,12,0,15,0,2,3,12,3,20,16,0,0,12,11,0,3,12,14,10,4,1,0,2,0,15,0,11,16,11,0,1,2,7,0,11,7,3,5,4,15,3,0,14,13,16,16,14,6,11,0,3,0,14,2,1,0,0,0,0,0,5,15
The Legend of Heroes: Trails in the Sky the 3rd,5,0,8,1,9,0,1,1,11,2,16,12,0,0,9,8,1,0,6,9,5,3,1,2,4,0,11,2,11,10,7,0,1,1,4,0,12,8,4,5,3,12,7,0,10,11,12,12,12,8,10,0,1,0,13,0,2,0,0,0,0,0,4,13
The Legend of Heroes: Trails of Cold Steel II,3,0,5,1,5,1,1,2,7,4,8,6,0,0,4,4,0,1,5,7,2,5,1,1,3,0,6,1,4,6,4,0,0,0,5,1,5,3,2,4,3,6,3,0,5,3,6,6,4,3,3,1,2,1,6,1,2,0,0,0,0,0,2,6
The Legend of Kyrandia(Book One),25,0,26,18,31,2,11,4,35,9,50,34,0,0,32,15,4,13,32,37,26,10,5,2,16,0,41,5,23,43,36,0,3,6,27,1,21,15,6,11,8,31,15,4,31,20,29,29,29,18,20,0,2,0,32,1,5,0,0,0,2,0,12,37
The Legend of Kyrandia: Hand of Fate (Book Two),20,0,17,15,25,2,6,3,17,11,31,22,0,1,22,9,2,9,24,24,20,8,4,3,11,1,27,3,19,26,24,1,2,5,19,2,11,5,4,6,5,16,6,1,21,9,16,16,15,7,7,1,4,2,18,1,1,2,0,0,0,2,13,16
The Legend of Kyrandia: Malcolm's Revenge (Book Three),8,0,12,4,12,3,3,1,11,5,20,14,0,0,14,6,1,1,13,13,10,5,4,1,5,1,16,3,13,12,13,0,1,1,13,0,11,6,4,8,5,13,6,0,13,10,13,14,10,8,10,0,3,0,13,0,0,0,0,0,0,0,4,10
The Lion's Song,2,0,2,1,3,1,1,1,1,0,4,2,0,0,3,1,0,0,3,3,3,1,0,1,0,1,4,1,1,4,2,0,0,0,1,0,4,0,0,2,1,3,2,0,3,1,3,4,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,3
The Little Acre,11,0,6,4,11,1,1,1,8,4,19,10,0,0,14,9,3,3,10,15,6,4,1,0,5,0,17,4,6,13,12,0,1,2,6,1,16,9,5,12,9,17,7,2,10,15,15,16,16,13,8,0,6,1,14,1,5,1,1,0,2,0,3,8
The Long Dark,2,0,8,2,9,2,2,3,19,1,30,14,1,0,13,17,0,0,6,12,4,6,3,6,2,0,17,3,21,19,4,0,0,1,6,0,27,23,11,19,8,27,18,0,14,25,29,29,28,23,25,0,4,1,25,0,8,0,1,0,0,0,1,21
The Long Journey Home,6,1,11,2,8,0,2,3,13,4,21,12,0,0,13,10,1,3,6,9,6,6,2,3,6,0,9,6,12,13,6,1,1,1,7,2,16,10,9,11,8,16,11,1,13,12,16,16,14,11,14,0,5,0,14,0,5,0,0,0,0,0,2,10
The Long Reach,1,1,1,1,1,1,1,0,2,1,3,2,0,0,1,1,0,0,0,2,0,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,3,3,3,3,1,3,3,0,2,3,3,3,3,3,3,0,2,1,4,0,1,0,1,1,0,0,1,2
The Long Reach - DEMO,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Longest Journey,89,4,91,58,127,10,25,14,101,70,190,134,2,4,110,87,10,35,123,137,93,45,33,14,54,4,139,20,90,130,117,4,21,21,90,14,96,67,33,65,50,122,59,2,97,97,116,122,116,80,70,0,23,4,121,3,30,6,1,4,4,4,57,121
The Messenger,3,0,5,0,2,0,1,1,7,3,7,4,1,0,5,1,0,1,0,4,0,4,2,1,3,0,6,3,7,6,3,0,0,0,5,0,4,2,1,1,0,5,1,0,7,1,7,7,4,1,4,0,0,0,5,0,1,0,0,0,0,0,0,4
The Messenger EP by Keiji Yamagishi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
The Messenger Original Soundtrack - Disc I: The Past,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
The Messenger Original Soundtrack - Disc II: The Future,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
The Moment of Silence,7,0,8,5,7,3,5,3,12,8,18,12,0,0,7,9,2,3,7,7,6,7,6,2,7,1,15,5,12,14,12,0,2,2,9,2,13,9,6,10,4,13,8,1,12,8,11,10,12,7,8,0,2,1,15,1,8,0,0,0,0,1,7,8
The Mummy Demastered,3,0,6,2,4,0,0,1,10,5,11,8,1,0,5,4,0,0,4,5,2,3,3,4,3,1,8,2,6,8,6,0,0,1,6,0,8,6,1,4,4,8,4,0,5,5,9,9,5,4,6,0,0,0,8,0,1,0,0,0,1,0,3,7
The Mystery of the Druids,1,0,3,1,2,1,2,1,3,2,3,2,1,0,2,1,0,0,1,2,0,2,0,3,1,1,3,2,2,3,1,0,0,1,1,1,3,1,0,2,0,1,1,0,3,1,3,2,3,2,1,0,1,0,2,0,2,0,0,0,1,1,0,1
The Only Traitor,0,0,1,0,0,0,0,0,2,0,3,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,3,1,1,0,0,0,1,0,3,2,2,2,1,3,2,0,2,2,3,3,3,2,3,0,0,0,3,0,0,0,0,0,0,0,0,3
The Original Strife: Veteran Edition,2,0,5,0,4,0,0,7,5,0,13,12,1,0,3,7,0,0,3,4,2,3,8,8,3,0,8,3,11,10,3,0,0,0,6,0,11,8,3,6,1,13,6,0,9,9,13,13,10,6,12,0,1,0,13,0,5,1,0,0,1,0,0,8
The Park,2,0,3,1,4,0,1,1,5,0,10,2,0,0,6,5,0,0,2,5,2,0,0,2,3,0,6,1,8,7,3,0,0,0,3,0,8,7,2,5,5,9,7,0,5,8,10,10,8,7,7,0,3,0,9,0,3,0,0,0,0,0,0,5
The Penumbra Collection,7,1,18,9,15,0,1,7,24,7,33,23,10,1,17,20,0,5,10,17,8,7,14,8,5,1,14,8,25,18,11,0,1,1,9,3,26,20,6,18,7,28,22,4,12,22,24,24,26,22,23,2,6,2,29,3,11,2,5,1,3,3,6,25
The Raven Remastered,1,0,2,0,1,0,2,2,2,2,5,2,0,0,2,3,0,0,1,2,1,2,2,1,2,0,4,1,5,5,2,0,1,0,2,1,3,3,1,3,1,3,2,0,4,2,3,3,3,3,2,0,2,0,3,0,1,0,0,0,0,0,2,0
The Real Texas,8,0,5,7,13,3,3,4,12,5,21,9,1,2,13,13,3,4,13,14,7,5,2,3,8,1,15,4,15,16,11,3,4,3,9,2,20,12,7,11,8,18,8,1,13,14,17,16,14,13,13,1,5,1,18,2,8,0,1,1,3,1,3,10
The Red Strings Club,12,0,13,9,14,5,8,1,14,8,24,19,0,0,16,7,2,5,12,15,9,6,6,1,6,0,19,5,16,18,17,0,3,0,14,3,10,8,3,8,4,14,5,0,14,9,13,15,11,7,9,0,3,0,14,0,1,1,0,0,0,0,10,14
The Saboteur™,15,1,33,7,28,6,10,9,58,15,81,47,5,1,38,39,2,5,25,34,17,15,14,30,11,4,49,19,68,59,26,1,1,3,34,4,69,58,29,45,21,74,50,0,58,57,80,80,68,49,69,3,8,7,76,4,21,1,2,3,5,2,11,36
The Settlers® 2: Gold Edition,42,3,44,15,49,10,14,7,57,38,74,58,0,7,39,21,3,3,43,49,30,38,20,9,30,4,62,12,39,50,47,9,15,16,46,16,36,23,14,23,11,39,20,2,47,24,42,42,34,20,30,0,7,3,55,1,7,2,3,3,4,2,28,39
The Sexy Brutale,6,0,12,3,14,3,4,2,7,6,24,13,0,0,18,16,0,2,8,15,11,2,2,2,4,0,12,1,19,16,8,0,0,2,5,0,17,11,6,13,6,19,12,1,18,16,18,18,18,14,17,0,1,0,15,0,0,0,0,0,0,0,4,19
The Signal From Tölva,2,0,8,2,6,1,2,7,11,4,18,12,1,0,5,10,0,0,1,6,1,5,2,10,2,0,10,4,16,13,5,0,0,0,8,0,17,12,5,11,5,18,10,0,12,12,18,18,13,9,13,0,2,1,18,1,4,0,0,0,0,0,0,9
The Silver Case,0,0,2,0,1,0,0,0,2,0,5,2,0,0,3,4,0,1,1,2,1,0,0,2,0,0,1,1,1,1,0,0,0,0,1,0,4,4,3,5,3,5,5,0,1,5,5,5,4,5,4,0,2,0,4,0,2,0,0,0,0,0,0,3
The Silver Case Deluxe Edition,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Silver Case Demo,2,1,3,0,2,1,0,2,2,1,2,2,0,1,3,2,0,0,2,3,1,1,1,3,1,0,2,0,1,2,0,0,0,1,0,0,3,1,1,1,1,2,3,0,2,1,3,2,2,2,2,0,2,0,2,0,1,1,2,1,1,1,0,1
The Solus Project,5,1,6,3,7,2,3,4,16,4,22,13,2,0,11,9,1,1,5,8,4,6,4,4,4,1,12,7,17,16,7,0,0,1,9,2,19,14,10,14,5,21,14,0,13,15,21,20,17,12,15,0,1,1,21,0,8,0,1,1,3,1,3,13
The Suffering,5,2,10,2,6,0,1,6,12,3,29,16,3,1,11,18,1,1,8,12,3,4,5,12,6,1,14,4,22,14,8,0,1,2,8,1,29,19,13,23,10,30,26,0,14,23,32,32,26,27,24,0,8,5,27,1,13,0,4,0,2,1,1,18
The Suffering: Ties That Bind,1,1,3,1,1,0,0,2,6,1,8,4,0,0,2,7,0,0,2,2,1,2,0,6,2,0,1,3,6,2,1,0,0,0,1,1,10,9,6,9,6,10,10,0,3,10,10,10,9,10,10,0,7,2,10,0,2,1,0,1,0,0,0,8
The Swapper,13,1,13,5,12,3,6,6,12,8,21,16,1,0,13,6,1,4,9,17,8,5,4,2,7,0,21,3,13,19,18,1,3,1,13,1,12,3,1,5,3,16,7,0,16,6,12,12,11,5,5,0,1,0,15,0,4,0,0,1,0,1,6,12
The Swindle,1,0,6,0,3,0,0,0,7,0,11,6,0,0,10,6,0,0,2,5,1,0,0,2,0,0,7,0,11,11,2,0,0,0,2,0,12,10,5,6,3,13,10,0,7,12,13,13,11,11,12,0,2,1,12,0,2,0,1,0,0,0,0,11
The Swords of Ditto,2,2,9,1,4,1,3,0,14,3,18,9,0,1,7,10,0,0,2,5,1,5,3,9,2,1,9,4,10,8,5,0,1,0,5,0,16,13,14,14,10,16,13,0,10,14,19,19,16,13,15,0,7,2,18,0,4,3,0,2,1,0,0,7
The Testament of Sherlock Holmes,1,1,4,2,5,1,1,0,4,0,8,5,0,0,5,3,2,1,2,5,3,2,0,1,1,0,3,4,5,4,1,0,0,0,0,1,7,5,4,5,3,7,6,1,5,4,8,7,8,7,8,1,5,1,6,0,1,0,0,0,0,1,0,5
The Tiny Bang Story,4,0,2,1,1,1,1,1,2,1,7,4,0,0,3,1,0,1,1,3,1,1,0,1,4,0,5,3,2,6,6,0,1,0,3,0,6,4,3,4,2,7,4,0,5,4,4,5,3,5,4,0,1,0,7,0,2,0,0,0,1,0,0,2
The Universim,1,0,1,0,1,0,0,0,1,0,6,3,0,0,4,3,0,0,0,3,1,0,0,0,1,0,3,3,4,4,2,0,0,0,2,0,6,3,2,5,3,6,4,0,3,5,6,6,6,5,5,0,1,0,5,0,2,0,0,0,0,0,0,4
The Vanishing of Ethan Carter,18,3,26,7,33,6,11,11,33,12,71,42,3,1,40,42,1,8,26,46,19,9,6,7,8,0,39,10,45,44,25,2,2,3,22,2,53,43,25,37,27,63,41,0,34,55,65,67,63,45,47,0,12,2,52,0,20,1,3,3,3,2,7,47
The Vanishing of Ethan Carter - Collector's Edition upgrade,0,0,0,0,1,0,1,0,2,1,7,1,0,0,1,5,0,0,1,1,1,0,0,0,2,0,3,1,2,5,3,0,0,0,2,0,7,6,5,6,6,7,6,0,5,6,7,7,7,6,4,0,2,0,7,0,2,0,0,0,0,0,1,3
The Void,2,0,5,2,12,1,1,2,7,0,17,7,0,0,14,9,1,3,9,13,7,3,2,2,2,0,8,2,15,8,4,1,0,1,3,1,12,8,2,12,5,14,8,0,8,11,16,16,14,10,11,0,1,0,10,0,2,0,1,0,1,1,0,13
The Walking Dead: 400 Days,0,0,2,1,3,0,0,0,2,1,5,4,2,0,2,3,0,1,1,3,3,1,0,2,1,0,5,1,1,4,4,0,0,0,2,0,5,3,1,1,0,5,1,0,2,4,4,4,4,2,2,0,1,0,3,0,0,0,0,0,0,0,0,4
The Walking Dead: A New Frontier,4,2,10,3,13,3,2,2,15,3,24,18,2,0,16,17,2,2,7,16,5,5,1,8,4,1,13,4,19,12,10,0,0,2,9,1,22,18,9,20,12,23,17,0,12,20,25,26,21,18,20,2,7,2,22,2,4,1,0,0,1,0,2,19
The Walking Dead: Michonne - A Telltale Miniseries,0,1,4,2,3,2,2,2,4,2,10,3,3,1,4,6,0,0,4,5,1,1,0,2,3,0,4,3,7,4,2,0,1,0,4,2,9,7,5,7,6,8,8,0,5,7,9,9,8,8,7,0,3,0,9,0,4,1,0,1,1,0,1,5
The Walking Dead: Season 1,5,1,10,1,13,0,0,3,8,6,24,17,2,0,12,19,1,3,13,15,9,3,5,5,2,1,12,3,16,10,5,0,1,1,1,2,19,14,5,15,8,21,16,0,8,20,21,22,21,15,14,0,8,2,16,1,3,0,0,1,1,0,3,17
The Walking Dead: Season 2,3,0,3,1,4,0,0,1,4,0,13,8,1,0,4,11,1,1,6,5,4,1,1,4,2,0,6,1,4,5,6,0,0,0,1,0,10,8,8,12,10,14,10,0,4,13,12,11,14,13,9,0,7,0,11,0,1,0,0,1,0,0,1,10
The Way,7,1,7,5,14,1,1,0,12,3,20,12,0,1,14,15,1,5,12,13,10,6,4,1,3,0,9,2,13,14,8,2,0,2,4,0,14,9,6,11,9,17,11,1,7,16,17,16,17,13,13,1,3,1,9,0,1,0,1,1,2,1,2,19
The Whispered World: Special Edition,17,2,18,9,28,6,8,8,26,8,56,31,2,1,35,28,1,4,25,31,22,6,5,6,14,0,38,10,29,37,25,0,1,1,16,2,43,39,20,33,24,51,33,0,33,40,48,48,45,37,38,1,10,1,46,1,12,0,2,1,4,0,4,30
The Witcher 2: Assassins Of Kings - Enhanced Edition,239,24,309,168,318,72,118,55,454,240,575,440,20,31,311,238,58,85,317,333,221,298,141,91,207,21,418,116,301,369,306,33,71,92,296,53,313,262,155,253,165,352,222,36,304,288,397,393,341,260,288,19,114,40,404,30,84,9,24,21,42,24,226,375
The Witcher 3: Wild Hunt,624,83,696,453,904,262,359,115,1004,708,1221,1086,45,104,816,433,218,274,875,940,697,809,372,238,515,108,1003,296,602,749,773,113,275,382,737,194,427,325,189,373,200,511,301,91,636,401,663,649,602,386,425,46,215,91,658,92,163,44,56,58,135,89,639,772
The Witcher 3: Wild Hunt - Blood and Wine,44,6,55,40,66,21,27,7,68,50,90,76,4,5,72,36,15,22,58,74,54,57,22,22,36,6,69,21,42,59,55,10,16,20,55,15,22,15,7,28,16,33,22,7,49,25,46,46,48,25,23,1,14,4,39,6,8,0,5,3,8,5,41,59
The Witcher 3: Wild Hunt - Expansion Pass,65,8,77,53,95,27,33,9,93,85,118,105,4,11,72,33,22,29,90,91,78,79,47,18,60,12,101,29,57,71,74,13,29,41,82,30,35,26,15,28,17,37,19,11,62,29,44,44,44,23,31,7,16,13,57,10,15,4,3,6,13,7,76,67
